spec_name,signal_name,information
i2c,wb_dat_o,"
[Signal Name]: wb_dat_o
[Description]:
    [Definition]: 8-bit wide output signal that carries data from the I2C core through the WISHBONE interface.
    [Functionality]: Outputs data generated by the core, such as register contents from RXR, status registers, or other read operations. Being a registered output, it ensures that data is stable and synchronized with the master clock, with each access taking 2 clock cycles.
    [Interconnection]: Part of the WISHBONE interface; it works in tandem with other signals like wb_dat_i (data input), wb_clk_i (master clock), wb_rst_i (reset), wb_adr_i, wb_we_i, wb_stb_i, wb_cyc_i, and wb_ack_o to ensure proper data transfer between the core and the system bus.
    [Additional information]: The registered nature of wb_dat_o ensures that data is captured and held stable during bus cycles, making it crucial for reliable communication and accurate status reporting within the I2C core.
[Related Signals]: wb_clk_i, wb_dat_i, wb_ack_o, wb_rst_i, wb_adr_i, wb_we_i, wb_stb_i, wb_cyc_i, wb_inta_o"
i2c,wb_we_i,"
[Signal name]: wb_we_i
[Description]:
    [Definition]: 1-bit input signal that serves as the Write Enable signal for the I2C core.
    [Functionality]: Determines the type of bus cycle operation; when asserted, it enables writing data into the core’s registers, and when deasserted, the cycle is interpreted as a read operation.
    [Interconnection]: Part of the WISHBONE interface, it interacts with signals such as wb_cyc_i, wb_stb_i, wb_adr_i, wb_dat_i, wb_dat_o, and wb_ack_o to manage data transfers and control operations within the core.
    [Additional information]: Crucial for differentiating between register write and read cycles, ensuring that data is properly routed into or out of the I2C core during valid bus transactions.
[Related Signals]: wb_cyc_i, wb_stb_i, wb_adr_i, wb_dat_i, wb_dat_o, wb_ack_o, wb_clk_i, wb_rst_i"
i2c,scl_pad_i,"
[Signal name]: scl_pad_i
[Description]:
    [Definition]: 1-bit input signal representing the Serial Clock (SCL) line input for the I2C interface.
    [Functionality]: Captures the external SCL signal used for synchronizing I2C data transfers. It monitors the clock state on an open-drain bus where the SCL line is pulled-up to VCC.
    [Interconnection]: Part of the external connections for the I2C interface; it interfaces with the tri-state buffer system (along with scl_pad_o and scl_pad_oe) that manages the bidirectional SCL line.
    [Additional information]: External pull-up resistors are required on the SCL line due to the open-drain/open-collector nature of I2C outputs. In FPGA implementations, automatic tri-state buffer insertion can be used to manage this signal.
[Related Signals]: scl_pad_o, scl_pad_oe, sda_pad_i, sda_pad_o, sda_pad_oe"
i2c,scl_pad_o,"
[Signal name]: scl_pad_o
[Description]:
    [Definition]: 1-bit output signal representing the Serial Clock (SCL) line output for the I2C interface.
    [Functionality]: Drives the SCL line during I2C transactions when enabled by the associated output enable (scl_pad_oe). In conjunction with external pull-up resistors, it ensures proper clock signaling by actively pulling the line low or allowing it to float high.
    [Interconnection]: Part of the external connections for the I2C interface; it interfaces with scl_pad_i and scl_pad_oe within a tri-state buffer arrangement to manage the bidirectional nature of the I2C clock line.
    [Additional information]: Due to the open-drain nature of the I2C bus, external pull-up resistors are required to pull the SCL line high when scl_pad_o is not actively driving the line. Proper tri-state buffer implementation (as illustrated by the provided VHDL/Verilog code) is essential for correct I2C communication.
[Related Signals]: scl_pad_i, scl_pad_oe, sda_pad_i, sda_pad_o, sda_pad_oe"
i2c,sda_pad_i,"
[Signal name]: sda_pad_i
[Description]:
    [Definition]: 1-bit input signal representing the Serial Data (SDA) line input for the I2C interface.
    [Functionality]: Samples the external SDA line state for data transfers in I2C communication. As part of an open-drain bus, it receives the logic level (pulled up externally by resistors) that reflects the current data on the SDA line.
    [Interconnection]: Integrated in the external connections of the I2C interface; works with tri-state buffering elements (sda_pad_o and sda_pad_oe) to manage the bidirectional nature of the SDA signal. The internal SDA signal is connected to the physical bus via these buffers.
    [Additional information]: Proper operation requires external pull-up resistors on the SDA line due to its open-drain configuration. In FPGA implementations, tri-state buffers may be automatically inserted to facilitate correct signal routing.
[Related Signals]: sda_pad_o, sda_pad_oe, scl_pad_i, scl_pad_o, scl_pad_oe"
i2c,sda_pad_o,"
[Signal name]: sda_pad_o
[Description]:
    [Definition]: 1-bit output signal representing the Serial Data (SDA) line output for the I2C interface.
    [Functionality]: Drives the SDA line during I2C transactions when enabled by the associated output enable (sda_pad_oe). In conjunction with external pull-up resistors, it transmits data on the open-drain I2C bus, actively pulling the line low when required, and releasing it to high impedance when not in use.
    [Interconnection]: Works together with sda_pad_i (input) and sda_pad_oe (output enable) in a tri-state buffer configuration. This arrangement ensures proper control of the bidirectional SDA line, coordinating data transmission and reception in the I2C core.
    [Additional information]: Because the I2C protocol uses open-drain outputs, the SDA line is pulled up externally by resistors when sda_pad_o is not driving the line. FPGA implementations may utilize automatic tri-state buffer insertion for managing this signal effectively.
[Related Signals]: sda_pad_i, sda_pad_oe, scl_pad_i, scl_pad_o, scl_pad_oe"
i2c,scl_pad_oe,"
[Signal name]: scl_pad_oe
[Description]:
    [Definition]: 1-bit output signal serving as the output enable for the Serial Clock (SCL) line.
    [Functionality]: Controls the tri-state buffer for the SCL line. When enabled (active as per the VHDL/Verilog examples), it allows scl_pad_o to drive the SCL line; when disabled, it places the SCL line in a high-impedance state, allowing external pull-up resistors to pull the line high.
    [Interconnection]: Part of the I2C external connections; it interfaces with scl_pad_i and scl_pad_o within a tri-state buffer configuration to manage the bidirectional nature of the SCL line.
    [Additional information]: Essential for the open-drain operation of the I2C bus, scl_pad_oe ensures that the SCL line is properly driven during communication or left tri-stated when not in use. In FPGA implementations, automatic tri-state buffer insertion may utilize this signal.
[Related Signals]: scl_pad_i, scl_pad_o, sda_pad_i, sda_pad_o, sda_pad_oe"
i2c,sda_pad_oe,"
[Signal name]: sda_pad_oe
[Description]:
    [Definition]: 1-bit output signal serving as the Serial Data (SDA) line output enable.
    [Functionality]: Controls the tri-state buffer for the SDA line. When active (as shown in the provided VHDL/Verilog examples), it disables the SDA driver (placing the line in high impedance) so that external pull-up resistors can pull the line high. When inactive, it allows sda_pad_o to drive the SDA line.
    [Interconnection]: Works in conjunction with sda_pad_o and sda_pad_i within a tri-state buffer configuration to manage the bidirectional nature of the SDA line in the I2C interface.
    [Additional information]: Essential for open-drain operation on the I2C bus, sda_pad_oe enables the proper alternation between driving the SDA line low and leaving it in a high-impedance state. FPGA implementations may utilize automatic tri-state buffer insertion based on this signal.
[Related Signals]: sda_pad_i, sda_pad_o, scl_pad_i, scl_pad_o, scl_pad_oe"
i2c,ctr,"
[Signal name]: ctr
[Description]:
    [Definition]: 8-bit wide, read/write register located at address 0x02, serving as the Control register for the I2C core.
    [Functionality]: 
        - Bit 7 (EN): I2C core enable bit. '1' enables the core; '0' disables it.
        - Bit 6 (IEN): I2C core interrupt enable bit. '1' enables interrupts; '0' disables them.
        - Bits 5:0: Reserved and must be written as zeros.
        - The register controls whether the core accepts new commands and enables interrupt generation.
    [Interconnection]: Interfaces with the internal control logic of the I2C core and works in conjunction with the Command register (CR) and Status register (SR) to manage I2C operations. It is accessed via the WISHBONE interface.
    [Additional information]: 
        - Reset value is 0x00 (core disabled and interrupts off by default).
        - The core processes new commands only when the EN bit is set. Clear EN only when no transfer is in progress (e.g., after a STOP command or when the STO bit is set).
[Related Signals]: EN, IEN, CR, SR"
i2c,sr,"
[Signal name]: sr
[Description]:
    [Definition]: 8-bit wide, read-only Status register located at address 0x04 that reflects the current operational state of the I2C core.
    [Functionality]:
        - Bit 7 (RxACK): Indicates the acknowledge status from the slave ('1' = no acknowledge, '0' = acknowledge received).
        - Bit 6 (Busy): Indicates the I2C bus status ('1' = bus busy after a START signal, '0' = bus free after a STOP signal).
        - Bit 5 (AL): Arbitration lost flag, set when arbitration is lost (e.g., due to unexpected STOP conditions or SDA conflicts).
        - Bits 4:2: Reserved bits that always read as zero.
        - Bit 1 (TIP): Transfer In Progress flag ('1' = data transfer in progress, '0' = transfer complete).
        - Bit 0 (IF): Interrupt Flag, set when an interrupt condition is pending (triggering a processor interrupt if IEN is enabled).
    [Interconnection]: Interfaces with the internal control logic of the I2C core; works in conjunction with the Control register (IEN) and Command register to manage I2C transactions.
    [Additional information]: Reset value is 0x00. Reserved bits (4:2) are maintained as zeros for forward compatibility.
[Related Signals]: RxACK, Busy, AL, TIP, IF, IEN, CR"
i2c,prer,"
[Signal name]: prer
[Description]:
    [Definition]: A 16-bit register (comprised of PRERlo at 0x00 and PRERhi at 0x01) used to set the clock division factor for generating the I2C SCL clock.
    [Functionality]: Divides the master clock (wb_clk_i) to produce the desired SCL frequency. The I2C core uses a clock that is 5 times the SCL frequency internally, so the prescale value must be programmed as: (wb_clk_i / (5 * desired SCL frequency)) - 1. This ensures accurate SCL timing for proper I2C communication.
    [Interconnection]: Directly influences the Clock Generator block, interfacing with wb_clk_i to generate the SCL clock. It is critical for configuring the timing of the I2C interface.
    [Additional information]: The prescale register should only be updated when the I2C core is disabled (i.e., when the EN bit in the Control register is cleared). Its reset value is 0xFFFF. For example, with a 32MHz master clock and a desired SCL frequency of 100KHz, the value is computed using the formula above.
[Related Signals]: wb_clk_i, ctr (EN bit), SCL clock output"
i2c,txr,"
[Signal name]: txr
[Description]:
    [Definition]: 8-bit wide, write-only register located at address 0x03, known as the Transmit register.
    [Functionality]: 
        - Bits 7:1: Hold the next byte to be transmitted via the I2C bus.
        - Bit 0: Serves dual purposes:
            • In data transfers, it represents the data’s least significant bit.
            • In slave address transfers, it functions as the R/W bit (‘1’ for reading from the slave, ‘0’ for writing to the slave).
    [Interconnection]: Integrated within the I2C core’s register set and accessed via the WISHBONE interface. Its contents are loaded into the DataIO Shift Register for serial transmission on the SDA line, working in conjunction with the Command (CR) and Status (SR) registers.
    [Additional information]: 
        - The reset value of the register is 0x00.
        - Correct programming of TXR is essential for accurate I2C transactions, both for transmitting data and for setting the correct slave address transfer mode.
[Related Signals]: DataIO Shift Register, CR, SR, RXR"
i2c,rxr,"
[Signal name]: rxr
[Description]:
    [Definition]: 8-bit wide, read-only register located at address 0x03 that holds the last byte received via I2C.
    [Functionality]: Stores the byte received from the I2C bus after a read operation. The DataIO Shift Register transfers the received data into RXR, making it available for the processor via the WISHBONE interface.
    [Interconnection]: Accessed as part of the I2C core’s register set through the WISHBONE interface. It works in conjunction with the DataIO Shift Register, the Command register (for initiating read operations), and the Status register (which signals transfer completion).
    [Additional information]: The reset value of the register is 0x00.
[Related Signals]: txr, DataIO Shift Register, cr, sr"
